trial_id,date,status,implementation,deployment_tier,protocol,migration_trigger,path_validation_observed,tuple_change_observed,application_task,application_success,manual_intervention_required,failure_layer,artifact_dir,notes
chrome-public-h3-bing-home-20260624,2026-06-24,PASS,Chrome 149,public WebPKI browser H3 observation,HTTPS with natural HTTP/3 via Alt-Svc/DNS ALPN,"Chrome headless visits https://www.bing.com/ twice with natural Alt-Svc discovery",false,false,"public HTTPS page navigation and subresource loading",true,false,none,repro/quic-go-min-repro/artifacts/chrome-public-h3-bing-home-20260624,"classification public_natural_h3_observed; second target application_using_quic=27 and QUIC_SESSION=1; main jobs still included non-QUIC; third-party endpoint is not CM evidence"
chrome-public-h3-facebook-home-20260624,2026-06-24,PASS,Chrome 149,public WebPKI browser H3 observation,HTTPS with natural HTTP/3 via Alt-Svc/DNS ALPN,"Chrome headless visits https://www.facebook.com/ twice with natural Alt-Svc discovery",false,false,"public HTTPS page navigation and subresource loading",true,false,none,repro/quic-go-min-repro/artifacts/chrome-public-h3-facebook-home-20260624,"classification public_natural_h3_observed; second target application_using_quic=9 and QUIC_SESSION=1; main jobs still included non-QUIC; third-party endpoint is not CM evidence"
chrome-public-h3-instagram-home-20260624,2026-06-24,PASS,Chrome 149,public WebPKI browser H3 observation,HTTPS with natural HTTP/3 via Alt-Svc/DNS ALPN,"Chrome headless visits https://www.instagram.com/ twice with natural Alt-Svc discovery",false,false,"public HTTPS page navigation and subresource loading",true,false,none,repro/quic-go-min-repro/artifacts/chrome-public-h3-instagram-home-20260624,"classification public_natural_h3_observed; second target application_using_quic=12 and QUIC_SESSION=1; main jobs still included non-QUIC; third-party endpoint is not CM evidence"
chrome-h3-rebinding-noheartbeat-local-001,2026-06-24,PASS_FEASIBILITY,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B during downlink stream; no application heartbeat",true,false,"GET /browser-downlink then streaming GET /downlink-stream",true,false,none,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-noheartbeat-smoke-20260624,"classification nat_rebinding_path_validation_without_observed_tuple_change; proxy switched 127.0.0.1:58046 -> 127.0.0.1:49564 and qlog PATH_CHALLENGE/PATH_RESPONSE observed; request-level remote addr count stayed 1 because no post-rebind application request was created; NetLog target QUIC session count 1; this is local NAT-rebinding feasibility, not browser active handover"
chrome-h3-rebinding-heartbeat-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B during downlink stream; heartbeat fetch after rebind",true,true,"GET /browser-downlink, streaming GET /downlink-stream, then GET /heartbeat",true,false,browser-multiple-quic-sessions-nat-rebinding,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-heartbeat-smoke2-20260624,"classification nat_rebinding_multiple_quic_sessions; proxy switched 127.0.0.1:49851 -> 127.0.0.1:56349; server request remote addr count 2 and qlog PATH_CHALLENGE/PATH_RESPONSE observed, but Chrome NetLog target QUIC session count was 2; tuple change plus path validation is still insufficient to claim browser session continuity"
chrome-h3-rebinding-upload-local-001,2026-06-24,PASS_FEASIBILITY,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B during streaming browser fetch upload",true,false,"GET /browser-upload then streaming POST /upload-sink 256KiB",true,false,none,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-upload-repetition-20260624,"3/3 upload repetitions PASS; each upload-sink request received 262144 bytes; qlog PATH_CHALLENGE/PATH_RESPONSE observed in every run; Chrome NetLog target QUIC session count stayed 1; request-level server remote addr count stayed 1, so request logs alone miss packet-level rebinding; local NAT-rebinding feasibility, not public browser handover"
chrome-h3-rebinding-timing-sensitivity-local-001,2026-06-24,PASS_FEASIBILITY,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms or 5s during downlink/upload browser workloads",true,false,"downlink streaming with/without heartbeat and streaming POST /upload-sink 256KiB",true,false,none,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-timing-early-20260624,"12/12 timing-sensitivity runs PASS; early and late rebinding both produced proxy packet rebinding, qlog path validation, and Chrome target NetLog path-validation frames; average B packet share changed from 0.618/0.800 early to 0.172/0.181 late; heartbeat/session evidence remained timing-sensitive; local NAT-rebinding feasibility, not public browser handover"
chrome-h3-rebinding-old-path-drop-local-001,2026-06-24,PASS_FEASIBILITY,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy old-path-drop,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B and drops A-side server packets after switch",true,false,"downlink streaming with/without heartbeat and streaming POST /upload-sink 256KiB",true,false,none,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-old-path-drop-repetition-20260624,"11/11 old-path-drop rows PASS; downlink 7/7 completed with 0 dropped A-side server packets after switch; upload 4/4 completed while 60 total A-side server packets were dropped after switch and each /upload-sink received 262144 bytes; repeated upload rows kept one Chrome target QUIC session, while heartbeat downlink rows still produced multiple sessions; local NAT-rebinding feasibility, not public browser handover"
chrome-h3-rebinding-old-path-drop-stress-local-001,2026-06-24,PASS_FEASIBILITY,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy old-path-drop stress,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and drops A-side server packets after switch under 1MiB/4MiB workloads",true,false,"1MiB/4MiB downlink streaming with optional heartbeat and 1MiB/4MiB streaming POST /upload-sink",true,false,none,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-old-path-drop-stress-20260624,"5/5 stress rows PASS; configured 6MiB downlink and received 5MiB upload; qlog and Chrome target NetLog path validation 5/5; old-path drop 5/5 with 105 total A-side server packets and 74279 bytes dropped; 1MiB heartbeat downlink still produced two Chrome target QUIC sessions; local NAT-rebinding stress control, not public browser handover"
chrome-h3-rebinding-return-path-drop-controls-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy return-path drop controls,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and selectively drops B-only or A+B server-to-client packets after switch",true,false,"1MiB downlink and 1MiB streaming POST /upload-sink under B-only and A+B return-path drop controls",false,false,return-path-loss-application-continuity,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-return-path-drop-controls-20260624,"4/4 rows matched expected outcome; B-only server packet drop rows PASS 2/2 because old return path still delivered application data; A+B return-path drop rows FAIL 2/2 with browser_application_task_failed despite server request/qlog/NetLog transport evidence; local failure-boundary control, not public browser handover"
chrome-h3-rebinding-transient-return-path-sweep-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy transient return-path outage sweep,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and drops both A+B server-to-client packets for bounded windows",true,false,"1MiB downlink and 1MiB streaming POST /upload-sink under 250ms/1500ms/3000ms/4000ms/5000ms/6000ms/9000ms A+B return-path outage windows",false,false,transient-return-path-outage-threshold,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-return-path-sweep-20260624,"14-row sweep: 250ms/1500ms/3000ms/4000ms windows PASS 8/8, 5000ms/6000ms/9000ms windows FAIL 6/6 with browser_application_task_failed; DOM complete timing 7545-11309ms for PASS rows and DOM error timing 6918-11122ms for FAIL rows; all rows had proxy switch and qlog H3/path evidence; local outage-tolerance control with observed boundary between 4s and 5s, not public browser handover"
chrome-h3-rebinding-transient-boundary-repetition-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy transient boundary repetition,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats 4000ms/4500ms/5000ms A+B server-to-client outage windows",true,false,"1MiB downlink and 1MiB streaming POST /upload-sink under 4000ms/4500ms/5000ms A+B return-path outage windows repeated 3 times per workload",false,false,transient-return-path-outage-threshold,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-boundary-repetition-20260624,"18-row boundary repetition: 4000ms PASS 6/6, 4500ms PASS 6/6, 5000ms split with downlink PASS 3/3 and upload FAIL 3/3; total PASS 15/18; DOM complete timing 10224-13882ms and DOM error timing 6921-6922ms; all rows had proxy switch and qlog H3/path evidence; local workload-sensitive transition-zone control, not public browser handover"
chrome-h3-rebinding-transient-downlink-fine-boundary-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy transient downlink fine boundary,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats downlink-only 5000ms/5500ms/6000ms A+B server-to-client outage windows",true,false,"1MiB downlink streaming GET /downlink-stream under 5000ms/5500ms/6000ms A+B return-path outage windows repeated 3 times",false,false,transient-return-path-outage-threshold,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-downlink-fine-boundary-20260624,"9-row downlink fine boundary: 5000ms PASS 2/3, 5500ms PASS 2/3, 6000ms FAIL 3/3; PASS rows completed at 12276-14114ms with one Chrome target QUIC session, while FAIL rows errored at 6922-6927ms; all rows had proxy switch and qlog H3/path evidence; local non-monotonic transition-zone control, not public browser handover"
chrome-h3-rebinding-transient-upload-fine-boundary-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy transient upload fine boundary,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats upload-only 4600ms/4750ms/4900ms/5000ms A+B server-to-client outage windows",true,false,"1MiB streaming POST /upload-sink under upload-only 4600ms/4750ms/4900ms/5000ms A+B return-path outage windows repeated 3 times",false,false,transient-return-path-outage-threshold,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-upload-fine-boundary-20260624,"12-row upload fine boundary: 4600ms PASS 3/3, 4750ms PASS 1/3, 4900ms/5000ms FAIL 6/6; total PASS 4/12; DOM complete timing 10215-11261ms and DOM error timing 6917-6922ms; all rows had proxy switch and qlog H3/path evidence; local upload-specific transition-zone control, not public browser handover"
chrome-h3-rebinding-transient-upload-retry-boundary-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy upload retry recovery control,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats 4900ms/5000ms A+B server-to-client outage windows with one application-level upload retry",true,true,"1MiB streaming POST /upload-sink with retry_attempts=1 and retry_delay_ms=1000 under upload-only 4900ms/5000ms A+B return-path outage windows repeated 3 times",true,false,application-level-retry-recovery,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-upload-retry-boundary-20260624,"6-row retry boundary: 4900ms PASS 3/3 and 5000ms PASS 3/3 where no-retry fine boundary previously failed 6/6 at 4900ms/5000ms; every row used two /upload-sink attempts, received 1MiB, had qlog H3/path evidence, and Chrome target QUIC session count was 2; this shows application-level retry can restore task completion via reconnect/multiple-session behavior, not single-session browser CM; local recovery control, not public browser handover"
chrome-h3-rebinding-transient-upload-retry-long-outage-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy long upload retry recovery control,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats 6000ms/9000ms A+B server-to-client outage windows with one application-level upload retry",true,true,"1MiB streaming POST /upload-sink with retry_attempts=1 and retry_delay_ms=1000 under upload-only 6000ms/9000ms A+B return-path outage windows repeated 3 times",true,false,application-level-retry-recovery,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-upload-retry-long-outage-20260624,"6-row long-outage retry boundary: 6000ms PASS 3/3 and 9000ms PASS 3/3 where no-retry transient sweep failed at 6000ms/9000ms; every row used two /upload-sink attempts and received 1MiB; DOM complete timing was 15465-19679ms; Chrome target QUIC session count was 2-3, so this is application-level retry/reconnect recovery rather than single-session browser CM; local recovery control, not public browser handover"
chrome-h3-rebinding-transient-upload-retry-stress-boundary-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy retry stress boundary,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats 12000ms/15000ms A+B server-to-client outage windows with one application-level upload retry",true,true,"1MiB streaming POST /upload-sink with retry_attempts=1 and retry_delay_ms=1000 under upload-only 12000ms/15000ms A+B return-path outage windows repeated 3 times",false,false,application-level-retry-boundary,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-upload-retry-stress-boundary-20260624,"6-row retry stress boundary: 12000ms PASS 3/3 with DOM complete timing 19978-19984ms, but 15000ms FAIL 3/3 with DOM error timing 15936-15943ms; failure rows had only one /upload-sink request and 0 received upload bytes despite qlog H3/path evidence and Chrome target QUIC session count 3; local one-retry recovery boundary observed between 12s and 15s, not public browser handover"
chrome-h3-rebinding-transient-upload-retry2-15000ms-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy retry2 recovery control,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats 15000ms A+B server-to-client outage windows with two application-level upload retries",true,true,"1MiB streaming POST /upload-sink with retry_attempts=2 and retry_delay_ms=1000 under upload-only 15000ms A+B return-path outage window repeated 3 times",true,false,application-level-retry-recovery,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-upload-retry2-15000ms-20260624,"3-row retry2 recovery control: 15000ms upload PASS 3/3 where one-retry stress boundary failed 3/3 at the same outage window; DOM complete timing was 24484-24503ms, each row delivered the final 1MiB body with two /upload-sink attempts, and Chrome target QUIC session count was 4; this is application-level retry/reconnect recovery with higher latency and session churn, not single-session browser CM"
chrome-h3-rebinding-transient-upload-retry2-stress-boundary-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy retry2 stress boundary,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats 18000ms/21000ms A+B server-to-client outage windows with two application-level upload retries",true,true,"1MiB streaming POST /upload-sink with retry_attempts=2 and retry_delay_ms=1000 under upload-only 18000ms/21000ms A+B return-path outage windows repeated 3 times",false,false,application-level-retry-boundary,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-upload-retry2-stress-boundary-20260624,"6-row retry2 stress boundary: 18000ms PASS 3/3 with DOM complete timing 28196-28199ms, but 21000ms FAIL 3/3 with DOM error timing 20950-20955ms; PASS rows delivered 1MiB through two /upload-sink attempts and FAIL rows had only one /upload-sink with 0 upload bytes; every row retained qlog H3/path evidence and Chrome target QUIC session count 4; local two-retry recovery boundary observed between 18s and 21s, not public browser handover"
chrome-h3-rebinding-transient-downlink-retry-boundary-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy downlink retry recovery control,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats 6000ms/9000ms A+B server-to-client outage windows with one application-level downlink stream retry",true,true,"1MiB streaming GET /downlink-stream with retry_attempts=1 and retry_delay_ms=500 under downlink-only 6000ms/9000ms A+B return-path outage windows repeated 3 times",true,false,application-level-retry-recovery,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-downlink-retry-boundary-20260624,"6-row downlink retry boundary: 6000ms PASS 3/3 and 9000ms PASS 3/3; retries_used split 0/1 across rows, with 3 rows completing on the first stream through one Chrome target QUIC session and 3 rows completing after one application retry with two Chrome target QUIC sessions; DOM complete timing was 15487-21713ms; this is local application recovery/retransmission evidence, not public browser handover or guaranteed single-session browser CM"
chrome-h3-rebinding-transient-downlink-wait-boundary-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy downlink wait-only control,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats 6000ms/9000ms A+B server-to-client outage windows with no downlink retry but the same long hold/grace timing as the retry control",true,false,"1MiB streaming GET /downlink-stream with retry_attempts=0 under downlink-only 6000ms/9000ms A+B return-path outage windows repeated 3 times",false,false,application-level-retry-boundary,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-downlink-wait-boundary-20260624,"6-row wait-only control: 6000ms FAIL 3/3 and 9000ms FAIL 3/3 despite the longer hold/grace timing used by the retry control; DOM error timing clustered at 6923-6935ms and every row retained qlog H3/path evidence with one Chrome target QUIC session; this isolates the downlink retry-enabled PASS result from a simple wait-time explanation and reinforces that application recovery must be measured separately from transport evidence"
chrome-h3-rebinding-transient-poll-boundary-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy polling/dashboard control,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats 250ms/1500ms/3000ms A+B server-to-client outage windows during polling page",false,true,"GET /browser-poll plus six sequential GET /poll requests under transient return-path outage windows",true,false,browser-multiple-quic-sessions-nat-rebinding,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-poll-boundary-20260624,"9-row polling control: 250ms/1500ms/3000ms PASS 9/9 with 7 server requests per row; every row had server remote addr count 2 and Chrome target QUIC session count 2 while qlog PATH_CHALLENGE/PATH_RESPONSE count was 0/0; dashboard-like repeated fetch can preserve visible task completion through replacement/multiple sessions, not single-session browser CM or public handover"
chrome-h3-rebinding-transient-poll-long-boundary-local-001,2026-06-24,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy polling/dashboard long-boundary control,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats 4000ms/6000ms/9000ms A+B server-to-client outage windows during polling page",false,false,"GET /browser-poll plus six sequential GET /poll requests under longer transient return-path outage windows",false,false,transient-polling-dashboard-boundary,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-poll-long-boundary-20260624,"9-row polling long-boundary: 4000ms PASS 1/3, 6000ms PASS 0/3, 9000ms PASS 0/3; failure rows stopped after /browser-poll and first /poll with application_complete=false, Chrome target QUIC session count 2, and qlog PATH_CHALLENGE/PATH_RESPONSE 0/0; the single 4000ms PASS row had 7 requests and qlog PATH 7/4 but still two Chrome target QUIC sessions; local dashboard transition zone, not public handover or single-session browser CM"
chrome-h3-rebinding-transient-poll-4000-replication-local-001,2026-06-25,PASS_NEGATIVE_CONTROL,Chrome 149 + quic-go H3 + local UDP rebinding proxy,local browser NAT rebinding proxy polling/dashboard 4000ms replication,HTTP/3 over QUIC,"local UDP proxy switches upstream socket A -> B at 500ms and repeats a 4000ms A+B server-to-client outage window during polling page",false,false,"GET /browser-poll plus sequential GET /poll requests under 4000ms transient return-path outage repeated 3 times",false,false,transient-polling-dashboard-boundary,repro/quic-go-min-repro/artifacts/chrome-h3-rebinding-transient-poll-4000-replication-20260625,"3-row 4000ms polling replication: PASS 0/3 with application_complete=false in every row; combined with the prior long-boundary 4000ms rows this makes 4000ms PASS 1/6 and FAIL 5/6; one fail row still had qlog PATH_CHALLENGE/PATH_RESPONSE 6/3 and three Chrome target QUIC sessions, while two fail rows had qlog PATH 0/0 and two Chrome sessions; local dashboard transition zone now leans failure-heavy, not public handover or single-session browser CM"
